,location,tweet,covid
2960,"Lincoln, NE",Alright Stetson Im over you bruh,0
2961,"Lincoln, NE",seems about right,0
2962,"Lincoln, NE",Wrong,0
2963,Lincoln,Meant to write dull.,0
2964,"Lincoln, NE","surprise! were dropping our very first video on our YouTube channel, our medley of Hex Girls/I Put a Spell on You!",0
2965,"Lincoln, NE",Happy Birthday to Robert Pollard of Guided By Voices &amp; Rogers Stevens of Blind Melon,0
2966,"Lincoln, NE","I'm terrified, I don't think they'll yield quietly. Will feel much better if Trump holds on. Otherwise it's a go.",0
2967,"Lincoln, NE",Exactly. That is what I'm telling her. What is her plan to be better.,0
2968,"Lincoln, NE",I use Geometry every day. The diameter of my waist changes based on the amount of pie.,0
2969,"Lincoln, NE",Voter suppression is un-American and unpatriotic,0
2970,"Lincoln, Nebraska",Happy Halloween with WAFFLES from for breakfast!!! So fun catching up with Steve Pearson too.,0
2971,"Lincoln, NE",Lets go Lopers!! Ready for some . Happy to get to watch my alma mater today.,0
2972,"Lincoln, NE","Love this piece so much my friend. Without intersection, our approach goes on forever.",0
2973,lincoln,Just before the boxing . Ill be tuning in been waiting for a full Simon show for weeks,0
2974,"Lincoln, NE",Please notice me,0
2975,"Lincoln, NE",Thats possible,0
2976,"Lincoln, NE","Yes, a table for Professor I. P. Freilee, please!",0
2977,"Lincoln, NE",I like her new song with the weekend!!,0
2978,"Lincoln, NE",Because most people don't actually like Biden they're just blind with hated for Trump,0
2979,"Lincoln, NE",Who is probably muttering racist things and watching fox News.,0
2980,"Lincoln, NE","Btw I'm not on FB, but feel free to repost anything that I say, that you like over there. Those ba",0
2981,"Lincoln, NE","Clemson, down two touchdowns to Boston College, is still a % fpi chance to win.",0
2982,"Lincoln, NE",Wanted to take better pictures today but I lost my sunglasses this is my Halloween costume lol,0
2983,Lincoln,Can of Stella,0
2984,"Lincoln, NE",This is art.,0
2985,"Lincoln,NE","Taxes are going up regardless who wins, dont fool yourselvesIf Uncle Sam doesnt correct this",0
2986,"Lincoln, Nebraska",Nice drive! Might be the best defensive stop and ensuing offensive drive of the season so far.,0
2987,"Lincoln, NE",Holy macaroni it was so great having our first-ever zoom team meeting &amp; Im grateful to work alongside these incred,0
2988,"Lincoln, NE","RIP Sean Connery, the first and the one true James Bond.",0
2989,"Lincoln, NE",My mom is cute i miss florida,0
2990,Lincoln,Oops my bad got a bit excited! Clean sheets and Charlton dont go together often!,0
2991,"Lincoln, NE",There's still only like people the lmao,0
2992,"Lincoln, NE","Hey if I havent talked to you in a long time (yes, you) just know I think about you every day",0
2993,"Lincoln, NE",Sparty forgot to read Michigan's press clippings. A slugfest is breaking out at the Big House in Ann Arbor. Michi,0
2994,"Lincoln, NE",I've always wondered if an exciting death would be better,0
2995,"Lincoln, NE",This surely means the call will stand. Ha,0
2996,"Lincoln, NE",Its time to set your clocks back!! Remember that tonight the time falls back an hour. On this type of fall y,0
2997,"Lincoln, NE","Clemson losing to BC because their star Qb is out. But Wisconsin didnt cancel because they were afraid to lose, right?",0
2998,"Lincoln, Nebraska",Here's your lunch time temperatures across the region.,0
2999,"Lincoln, Nebraska",Nebraska's relationship with the Big Ten has been the focus of several national writers in recent days.,0
3000,"Lincoln, NE",As fuck,0
3001,"Lincoln, NE",not me telling a grown ass man to pipe down while dressed as a literal slice of peanut butter toast,0
3002,Lincoln Nebraska,Tessa Thompson right here. Sounds right.,0
3003,"Lincoln, NE",please gloria. im begging please,0
3004,"Lincoln, NE",Money on my mind all I think about is bread,0
3005,"Lincoln, NE",getting ate running. Gotta throw some short quick passes tell coach,0
3006,lincoln,:30 apparently,0
3007,Land of Lincoln,"Instead of Lake Wobegon, where all the children are above average, Trump will try Lake",0
3008,"Lincoln, NE","Im pretty sure about that in , lol. I was one of them, along with millions. F Hillary.",0
3009,"Lincoln, NE",you gotta stop robbing Lincoln my guy,0
3010,Lincoln,"The only way Boris could redeem himself ever, would be if he walks on cracks a can open necks it, belts Chris Witty",0
3011,Land of Lincoln,It's so smart it's unsmart.,0
3012,Lincoln,Not on placement .. but my sons seizures changed with moon phases and tonic clonic clustered with full moons,0
3013,"Lincoln, NE",The Central's a pretty weak division in that there's no real standout,0
3014,"Lincoln, NE",Well it is Halloween...scary times...,0
3015,Lincoln,I love Jacko as a bloke. He is Tranmere. He got the job because he resonates Tranmere. Hes got a q,0
3016,"Lincoln, NE",Maybe...Rutgers is good?,0
3017,"Lincoln, NE",Laurenitis doing commentary on Purdue is cracking me up. Hes not a fan.,0
3018,"Lincoln, NE",Scoop and score for the Eagles. BC . Clemson .,0
3019,Lincoln,Thats just it mate so many on here own businesses and self employed time,0
3020,"Lincoln, NE",This pic is creepy af *clicks save photo*,0
3021,"Lincoln, NE",Reminder: Don't forget to set your clocks back an hour tomorrow at a.m. for the end of Daylight Saving Time. This,0
3022,"Lincoln, NE",I dont know his name!!!,0
3023,Land of Lincoln,Take a shot every time the announcer says Purdue RB is lbs,0
3024,"Lincoln, NE",People like this need to shut the fuck up. Wisconsin has positive cases. players and pretty much their entire,0
3025,"Lincoln, NE","Happy Halloween, Everyone! We've got a big day ahead of us! First we'll start by airing an old favorite from my chi",0
3026,Land of Lincoln ,Precisely. Please vote as EARLY as you can!!!!!!!!,0
3027,"Lincoln, NE",The the third time Ive been called that in the past hours,0
3028,"Lincoln, NE",I know buzzfeed shouldnt be putting out stuff like this is they dont even bother testing for accuracy,0
3029,Lincoln,nightmare for anyone to manage just so many dramas,0
3030,Land of Lincoln ,Dont WAIT!!!!!!!!!,0
3031,"Lincoln, NE",We thought that was last week!,0
3032,Lincoln,Im loving them being positive atm mate,0
3033,"Lincoln, NE",Cutieeeeee,0
3034,"Lincoln, NE",Take a moment to breathe today and say goodbye to the past. Wi... More for Gemini,0
3035,"Lincoln, NE",Cutieeee,0
3036,"Lincoln, NE",This is the best thing Ive seen so far today. Well besides Michael Myers hiding in the bushes,0
3037,Lincoln,Hes waiting until hes finished his Christmas shopping before he shuts the shops,0
3038,Lincoln,Everybody ready for Beff/Laura/Peston,0
3039,Lincoln,"Time to go shopping, as we ALWAYS do on a Saturday after the game! Will be fuming if there are queues!",0
3040,"Lincoln, NE","Again, I had no idea it was even there. Hard to get people to s",0
3041,"Lincoln, Nebraska",Vast improvement over those first two drives. It seems like the youngsters in defense are learning and,0
3042,"Lincoln, NE",Continually challenged by faithfulness to Scripture &amp; simply application. Thank for mentoring this youn,0
3043,"Lincoln, NE",I fricken love college football.,0
3044,"Lincoln, NE",Love that shirt,0
3045,Land of Lincoln,Thank you.,0
3046,Lincoln,clean sheets dont forget the -0 with sunderland,0
3047,"Lincoln, NE",from the NLC What spooky stories are you reading today?,0
3048,"Lincoln, NE",Can't sleep so I am going to celebrate Halloween with you all for a little while. Scare alerts WILL BE on for every,0
3049,"Lincoln, NE","BOO!Did we scare you? Whether you celebrate with tricks or treats, we hope you have a safe and happy Halloween.",0
3050,Lincoln ,Ten games into a League and it can be only described as an incredible start! The fixture list has been tough with,0
3051,Lincoln NE USA,Elizabeth Katt - live via,0
3052,"Lincoln, NE",Its a spooky dark money day today.The Halloween data request line is open.,0
3053,"Lincoln, NE",Nebraska AD Bill Moos hoping recruits notice Huskers putting student-athletes first during push to play,0
3054,"Lincoln, NE",NEW!$500CARPENTERS INTERIOR SYSTEMS UNION LOCAL Direct to: ANNA WISHART FOR LEGISLATURE2020-09-15B1AB Contributions,0
3055,"Lincoln, NE","Happy Halloween! Guys, I had a crap ton of fun making this video! It would mean the world to me if you checked i",0
3056,"Lincoln, Nebraska",The Good Life Halfsy is this Sunday . Make sure to plan ahead to avoid traffic delays. May all the participant,0
3057,"Lincoln, NE",How bout that Clemson Boston college game?,0
3058,"Lincoln, NE",Oh shit Clemson,0
3059,Lincoln,Who mentioned pub? Its about keeping the economy moving for me and saving job,0
3060,"Lincoln, NE",Happy Birthday to Rik Kenton of Roxy Music &amp; Johnny Marr of the Smiths,0
3061,Lincoln,"WOAH WOAH WOAH, ?? If this starts buggering about with strictly i'm not gonna be impressed.",0
3062,LINCOLN,Me too,0
3063,Lincoln,"Im not one to over react but im certain now that Cocu has to go, awful tactics...we are digging a big hole not getting results",0
3064, Lincoln,Bit of Oirish roots there??,0
3065,"Lincoln, NE",I sure dont do things quite like I used to do,0
3066,Lincoln,of assists,0
3067,"Lincoln, NE","This Michigan team isn't looking sharp at all. They keep playing like this, Ohio State will hang on them.",0
3068,"Lincoln, NE",I got Emma Watson guys,0
3069,"Lincoln, NE","Everyone deserves a chance to fly. ~ Elphaba, WickedHappy Halloween!",0
3070,"Lincoln, NE",Finally!!! That took a minute!,0
3071,"Lincoln, NE",nobody talk to me.,0
3072,Lincoln,Frustrating game today...,0
3073,"Lincoln, NE",Go get em. We talk around women's issues most if the time. But find me one sitting male govenor w,0
3074,"Lincoln, NE",safeties should count as points for the opposing team,0
3075,"Lincoln, NE","Everyone deserves a chance to fly. ~ Elphaba, WickedHappy Halloween!",0
3076,"Lincoln, NE","A good tip for life, too.",0
3077,"Lincoln, NE",Drone delivery to kids though too?!,0
3078,"Lincoln, Nebraska",Thats not,0
3079,LINCOLN,Hull let me down the Northern Cod heads,0
3080,"Lincoln, Nebraska, USA",A message of support: .,0
3081,"Lincoln, Nebraska",Or that Ive seen naked photos of!,0
3082,"Lincoln, NE",The CDC's Halloween Guidelines for | Martha Stewart,0
3083,Lincoln,And the circus continues,0
3084,LINCOLN,"Not good mate, never looked comfortable,passing was shite,nothing fluid as weve seen in previous weeks, onwards and upwards",0
3085,"Lincoln, NE",Thanks. It sure sucks! Im watching your game now.,0
3086,"Lincoln, NE",The Titans are a set away from victory!,0
3087,Lincoln,Preparation is everything,0
3088,"Lincoln, NE",I brought the T. rex suit today in case my wizard outfit falls apart,0
3089,"Lincoln, NE",These dudes have had the ball FOREVER,0
3090,Lincoln,"Never too late Ally, always brings a smile to my face being reminded of this",0
3091,Lincoln,Terrible Shane hope all works out for them.,0
3092,"Lincoln, NE",They're more stable because batting average is prone to much larger f,0
3093,"Lincoln, NE","Batting average by itself is meaningless, it's just one way to produc",0
3094,"Lincoln, NE",donald has degenerated woman for years,0
3095,Lincoln,Today has been a support local/independent kinda day bought some and treated mum to her,0
3096,Lincoln,Not our day and beaten by a wonder goal. Rovers hanging on a bit at the end. Still right up there.,0
3097,"Lincoln, NE",There are no off weekends when you're chasing your goals.,0
3098,"Lincoln, NE",Tweet memes,0
3099,"Lincoln, NE",Opposing passers -of-28 for and TDs against Illinois so far this year.,0
3100,Lincoln,"Ah well, great strike to win Donny the game. Onto the next one",0
3101,"Lincoln, NE",Well explained meetpal...,0
3102,Lincoln NE,"Check out Men's Accessory Tie Necktie Stafford Executive Brown Squares X-Long Length "" via",0
3103,Lincoln,Always for you!,0
3104,"Lincoln, NE",OO x is undefined,0
3105,"Lincoln, Ne",The Big Kid doin big kid things,0
3106,"Lincoln, NE",What you choose today will determine who you are tomorrow. - Tim Fargo,0
3107,Lincoln Nebraska,Merry Halloween or whatever. Who cares sucks,0
3108,"Lincoln, NE",Hell yeah! Go boffin!!,0
3109,Lincoln,FT: Doncaster Rovers - Lincoln City,0
3110,"Lincoln, NE",Go Blue today!,0
3111,"Lincoln, NE",Oh. My. That is legitimately TERRIFYING.,0
3112,Lincoln,Nothing else can go wrong today... nothing....,0
3113,LINCOLN,"You Did that the other week and we lost, STOP NOW",0
3114,Lincoln,Full-time: The lose -0,0
3115,"Lincoln, Nebraska",Plus real Melania in her stilettos is taller than trump!,0
3116,Lincoln,"Something something piss up, something something brewery and so on.",0
3117,"Lincoln, NE",Why did I look? I knew better,0
3118,"Lincoln, NE","More swag. Cant wait to wear this, if I can pry it from my spouses clutches. I put my money where my tweet",0
3119,"Land of Lincoln, USA","Totally. We would be in same situation if not worse under any other President. FDA, CDC failed him",0
3120,"Lincoln, NE",Whos Mr. Bedin?,0
3121,"Lincoln, NE",Space cadet. I believe you meant he is corrupt. Humorous because you support a m,0
3122,Lincoln Nebraska,"If we werent testing so much, we wouldnt have so many, and then we could just accuse",0
3123,"Lincoln, NE",Beautiful,0
3124,"Lincoln, NE",Have you ever seen any of the and in the same room at the same time? Just saying a backstre,0
3125,Land of Lincoln ,Me too! Actually I feel the overwhelming joy and relief of the getting GONE- and into cells at Ri,0
3126,"Lincoln, NE","How do I mute ""hex"" on",0
3127,Lincoln,Thanks for the reply,0
3128,Lincoln,you just can't defend this shit mate unfortunately.,0
3129,Land of Lincoln,nd glass coming up,0
3130,Lincoln ,Bout go back to sleep,0
3131,"Lincoln, NE ",Classic cam,0
3132,Lincoln NE,Check out Men's Accessory Tie Necktie Liberty Of London Silk USA Red With Black Pattern via,0
3133,"Lincoln, Nebraska",A haunted house that's just a dimly lit grocery store with acquaintances from your whole life scattered throughout the aisles.,0
3134,LINCOLN,"Our passing has been poor today, week on week weve passed and played so well, today weve given the ball away far",0
3135,Lincoln,Oh guys totally invest. Mine was only . Our issue was that Im not in the same r,0
3136,"Land of Lincoln, USA","This is so close to what, as a first time voter after getting naturalized, has talked to friends &amp;",0
3137,"Lincoln, NE",this episode we did a deep dive into some of our favorite for this was a fun episode! Go c,0
3138,"Lincoln, NE","Milton can play, too, yall.",0
3139,"Lincoln, Nebraska",GAME TIME!! First pitch in about minited vs Epic Fastpitch Premier! Lets go team!!,0
3140,"Lincoln, NE",The Big Ten is truly back,0
